method,run_device,phase,path,ownership,kind,shape,dtype,device,storage_ptr,storage_offset,storage_bytes,logical_bytes,unique_physical_bytes,alias_of,python_shallow_bytes
DirBridge,cuda,after5,state.delta[2].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052453888,0,32,32,32,,0
DirBridge,cuda,after5,state.delta[3].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052456960,0,32,32,32,,0
DirBridge,cuda,after5,state.delta[4].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052452352,0,32,32,32,,0
DirBridge,cuda,after5,state.delta[5].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052452864,0,32,32,32,,0
DirBridge,cuda,after5,state.stamp,shared,list_metadata,,,,,,0,0,0,,104
DirBridge,cuda,after5,state.cost,shared,list_metadata,,,,,,0,0,0,,104
DirBridge,cuda,after5,state.delays,shared,list_metadata,,,,,,0,0,0,,104
DirBridge,cuda,after5,state.last_buffer_list,shared,list_metadata,,,,,,0,0,0,,72
DirBridge,cuda,after5,state.last_selected_item_summary,shared,list_metadata,,,,,,0,0,0,,88
DirBridge,cuda,after5,state.last_valid_buffer_list,shared,list_metadata,,,,,,0,0,0,,72
DirBridge,cuda,after5,state.last_invalid_buffer_list,shared,list_metadata,,,,,,0,0,0,,56
DirBridge,cuda,after5,state.client_delay_groups,method_owned,list_metadata,,,,,,0,0,0,,104
DirBridge,cuda,after5,state.client_delay_group_probs,method_owned,list_metadata,,,,,,0,0,0,,88
DirBridge,cuda,after5,state.group_ids,method_owned,list_metadata,,,,,,0,0,0,,104
DirBridge,cuda,after5,state.count_sketch_plan,method_owned,list_metadata,,,,,,0,0,0,,88
DirBridge,cuda,after5,state.count_sketch_plan[0],method_owned,tuple_metadata,,,,,,0,0,0,,64
DirBridge,cuda,after5,state.count_sketch_plan[0][1],method_owned,tensor,"(8,)",torch.int64,cpu,94512644663872,0,64,64,64,,0
DirBridge,cuda,after5,state.count_sketch_plan[0][2],method_owned,tensor,"(8,)",torch.int8,cpu,94512644673984,0,8,8,8,,0
DirBridge,cuda,after5,state.group_centroids,method_owned,tensor,"(2, 8)",torch.float32,cpu,94512644831680,0,64,64,64,,0
DirBridge,cuda,after5,state.group_cache,method_owned,list_metadata,,,,,,0,0,0,,88
DirBridge,cuda,after5,state.group_cache[0].weight,method_owned,tensor,"(2, 4)",torch.float32,cuda:0,139915052459520,0,32,32,32,,0
DirBridge,cuda,after5,state.group_cache[1].weight,method_owned,tensor,"(2, 4)",torch.float32,cuda:0,139915052450816,0,32,32,32,,0
DirBridge,cuda,after5,state.group_cache_stamp,method_owned,list_metadata,,,,,,0,0,0,,72
DirBridge,cuda,after5,state.group_cache_delay,method_owned,list_metadata,,,,,,0,0,0,,72
DirBridge,cuda,after5,state.group_members,method_owned,list_metadata,,,,,,0,0,0,,88
DirBridge,cuda,after5,state.group_members[0],method_owned,list_metadata,,,,,,0,0,0,,120
DirBridge,cuda,after5,state.group_members[1],method_owned,list_metadata,,,,,,0,0,0,,56
DirBridge,cuda,after5,state.group_counts,method_owned,list_metadata,,,,,,0,0,0,,72
DirBridge,cuda,after5,state.group_weights,method_owned,list_metadata,,,,,,0,0,0,,72
DirBridge,cuda,after5,state.client_features,method_owned,list_metadata,,,,,,0,0,0,,104
DirBridge,cuda,after5,state.client_features[0],method_owned,tensor,"(8,)",torch.float32,cpu,94512644822080,0,32,32,32,,0
DirBridge,cuda,after5,state.client_features[1],method_owned,tensor,"(8,)",torch.float32,cpu,94512644797120,0,32,32,32,,0
DirBridge,cuda,after5,state.client_features[2],method_owned,tensor,"(8,)",torch.float32,cpu,94512644749120,0,32,32,32,,0
DirBridge,cuda,after5,state.client_features[3],method_owned,tensor,"(8,)",torch.float32,cpu,94512644729856,0,32,32,32,,0
DirBridge,cuda,after5,state.client_features[4],method_owned,tensor,"(8,)",torch.float32,cpu,94512644713088,0,32,32,32,,0
DirBridge,cuda,after5,state.client_features[5],method_owned,tensor,"(8,)",torch.float32,cpu,94512644714880,0,32,32,32,,0
DirBridge,cuda,after5,state.inflight.4.delta.weight,method_owned,tensor,"(2, 4)",torch.float32,cuda:0,139915052458496,0,32,32,32,,0
DirBridge,cuda,after5,state.inflight.4.feature,method_owned,tensor,"(8,)",torch.float32,cpu,94512644799040,0,32,32,32,,0
DirBridge,cuda,after5,state.inflight.5.delta.weight,method_owned,tensor,"(2, 4)",torch.float32,cuda:0,139915052457472,0,32,32,32,,0
DirBridge,cuda,after5,state.inflight.5.feature,method_owned,tensor,"(8,)",torch.float32,cpu,94512644820032,0,32,32,32,,0
DirBridge,cuda,after5,state.inflight.1.delta.weight,method_owned,tensor,"(2, 4)",torch.float32,cuda:0,139915052454912,0,32,32,32,,0
DirBridge,cuda,after5,state.inflight.1.feature,method_owned,tensor,"(8,)",torch.float32,cpu,94512644840960,0,32,32,32,,0
DirBridge,cuda,after5,state.inflight.3.delta.weight,method_owned,tensor,"(2, 4)",torch.float32,cuda:0,139915052455424,0,32,32,32,,0
DirBridge,cuda,after5,state.inflight.3.feature,method_owned,tensor,"(8,)",torch.float32,cpu,94512644842816,0,32,32,32,,0
DirBridge,cuda,after5,state.client_embeds,method_owned,list_metadata,,,,,,0,0,0,,104
DirBridge,cuda,after5,state.client_embeds[0],method_owned,tensor,"(8,)",torch.float32,cpu,94512644823616,0,32,32,32,,0
DirBridge,cuda,after5,state.client_embeds[1],method_owned,tensor,"(8,)",torch.float32,cpu,94512644825472,0,32,32,32,,0
DirBridge,cuda,after5,state.client_embeds[2],method_owned,tensor,"(8,)",torch.float32,cpu,94512644832256,0,32,32,32,,0
DirBridge,cuda,after5,state.client_embeds[3],method_owned,tensor,"(8,)",torch.float32,cpu,94512644832384,0,32,32,32,,0
DirBridge,cuda,after5,state.client_embeds[4],method_owned,tensor,"(8,)",torch.float32,cpu,94512644832576,0,32,32,32,,0
DirBridge,cuda,after5,state.client_embeds[5],method_owned,tensor,"(8,)",torch.float32,cpu,94512644832704,0,32,32,32,,0
DirBridge,cuda,after5,state.oracle_features,method_owned,list_metadata,,,,,,0,0,0,,104
DirBridge,cuda,after5,state.oracle_features[0],method_owned,tensor,"(8,)",torch.float32,cpu,94512644715008,0,32,32,32,,0
DirBridge,cuda,after5,state.oracle_features[1],method_owned,tensor,"(8,)",torch.float32,cpu,94512644715200,0,32,32,32,,0
DirBridge,cuda,after5,state.oracle_features[2],method_owned,tensor,"(8,)",torch.float32,cpu,94512644715328,0,32,32,32,,0
DirBridge,cuda,after5,state.oracle_features[3],method_owned,tensor,"(8,)",torch.float32,cpu,94512644715520,0,32,32,32,,0
DirBridge,cuda,after5,state.oracle_features[4],method_owned,tensor,"(8,)",torch.float32,cpu,94512644715648,0,32,32,32,,0
DirBridge,cuda,after5,state.oracle_features[5],method_owned,tensor,"(8,)",torch.float32,cpu,94512644716032,0,32,32,32,,0
DirBridge,cuda,after5,state.arrival_count,method_owned,list_metadata,,,,,,0,0,0,,104
DirBridge,cuda,after5,state.e2_client_last_arrival,method_owned,list_metadata,,,,,,0,0,0,,104
DirBridge,cuda,after5,state.e2_oracle_weights,method_owned,list_metadata,,,,,,0,0,0,,72
DirBridge,cuda,after5,state.prev_rebuild_centroids,method_owned,tensor,"(2, 8)",torch.float32,cpu,94512644836864,0,64,64,64,,0
DirBridge,cuda,after5,state.prev_rebuild_group_ids,method_owned,list_metadata,,,,,,0,0,0,,104
FADAS,cuda,init,state.net_glob.weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052449792,0,32,32,32,,0
FADAS,cuda,init,state.w_glob.weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052450304,0,32,32,32,,0
FADAS,cuda,init,state.dataset_train,shared,list_metadata,,,,,,0,0,0,,104
FADAS,cuda,init,state.dict_users.0,shared,list_metadata,,,,,,0,0,0,,64
FADAS,cuda,init,state.dict_users.1,shared,list_metadata,,,,,,0,0,0,,64
FADAS,cuda,init,state.dict_users.2,shared,list_metadata,,,,,,0,0,0,,64
FADAS,cuda,init,state.dict_users.3,shared,list_metadata,,,,,,0,0,0,,64
FADAS,cuda,init,state.dict_users.4,shared,list_metadata,,,,,,0,0,0,,64
FADAS,cuda,init,state.dict_users.5,shared,list_metadata,,,,,,0,0,0,,64
FADAS,cuda,init,state.num_samples,shared,list_metadata,,,,,,0,0,0,,104
FADAS,cuda,init,state.delta,shared,list_metadata,,,,,,0,0,0,,120
FADAS,cuda,init,state.delta[0].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052455936,0,32,32,32,,0
FADAS,cuda,init,state.delta[1].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052451328,0,32,32,32,,0
FADAS,cuda,init,state.delta[2].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052453376,0,32,32,32,,0
FADAS,cuda,init,state.delta[3].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052452352,0,32,32,32,,0
FADAS,cuda,init,state.delta[4].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052455424,0,32,32,32,,0
FADAS,cuda,init,state.delta[5].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052456448,0,32,32,32,,0
FADAS,cuda,init,state.stamp,shared,list_metadata,,,,,,0,0,0,,104
FADAS,cuda,init,state.cost,shared,list_metadata,,,,,,0,0,0,,104
FADAS,cuda,init,state.delays,shared,list_metadata,,,,,,0,0,0,,104
FADAS,cuda,init,state.client_delay_groups,method_owned,list_metadata,,,,,,0,0,0,,104
FADAS,cuda,init,state.client_delay_group_probs,method_owned,list_metadata,,,,,,0,0,0,,88
FADAS,cuda,init,state.fadas_m.weight,method_owned,tensor,"(2, 4)",torch.float32,cuda:0,139915052453888,0,32,32,32,,0
FADAS,cuda,init,state.fadas_v.weight,method_owned,tensor,"(2, 4)",torch.float32,cuda:0,139915052454400,0,32,32,32,,0
FADAS,cuda,init,state.fadas_vhat.weight,method_owned,tensor,"(2, 4)",torch.float32,cuda:0,139915052454912,0,32,32,32,,0
FADAS,cuda,after5,state.net_glob.weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052449792,0,32,32,32,,0
FADAS,cuda,after5,state.w_glob.weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052450304,0,32,32,32,,0
FADAS,cuda,after5,state.dataset_train,shared,list_metadata,,,,,,0,0,0,,104
FADAS,cuda,after5,state.dict_users.0,shared,list_metadata,,,,,,0,0,0,,64
FADAS,cuda,after5,state.dict_users.1,shared,list_metadata,,,,,,0,0,0,,64
FADAS,cuda,after5,state.dict_users.2,shared,list_metadata,,,,,,0,0,0,,64
FADAS,cuda,after5,state.dict_users.3,shared,list_metadata,,,,,,0,0,0,,64
FADAS,cuda,after5,state.dict_users.4,shared,list_metadata,,,,,,0,0,0,,64
FADAS,cuda,after5,state.dict_users.5,shared,list_metadata,,,,,,0,0,0,,64
FADAS,cuda,after5,state.num_samples,shared,list_metadata,,,,,,0,0,0,,104
FADAS,cuda,after5,state.delta,shared,list_metadata,,,,,,0,0,0,,120
FADAS,cuda,after5,state.delta[0].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052451328,0,32,32,32,,0
FADAS,cuda,after5,state.delta[1].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052455424,0,32,32,32,,0
FADAS,cuda,after5,state.delta[2].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052452864,0,32,32,32,,0
FADAS,cuda,after5,state.delta[3].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052456448,0,32,32,32,,0
FADAS,cuda,after5,state.delta[4].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052456960,0,32,32,32,,0
FADAS,cuda,after5,state.delta[5].weight,shared,tensor,"(2, 4)",torch.float32,cuda:0,139915052451840,0,32,32,32,,0
FADAS,cuda,after5,state.stamp,shared,list_metadata,,,,,,0,0,0,,104
FADAS,cuda,after5,state.cost,shared,list_metadata,,,,,,0,0,0,,104
FADAS,cuda,after5,state.delays,shared,list_metadata,,,,,,0,0,0,,104
FADAS,cuda,after5,state.last_buffer_list,shared,list_metadata,,,,,,0,0,0,,72
FADAS,cuda,after5,state.last_valid_buffer_list,shared,list_metadata,,,,,,0,0,0,,72
FADAS,cuda,after5,state.last_invalid_buffer_list,shared,list_metadata,,,,,,0,0,0,,56
FADAS,cuda,after5,state.last_selected_item_summary,shared,list_metadata,,,,,,0,0,0,,56
FADAS,cuda,after5,state.client_delay_groups,method_owned,list_metadata,,,,,,0,0,0,,104
FADAS,cuda,after5,state.client_delay_group_probs,method_owned,list_metadata,,,,,,0,0,0,,88
FADAS,cuda,after5,state.fadas_m.weight,method_owned,tensor,"(2, 4)",torch.float32,cuda:0,139915052453888,0,32,32,32,,0
FADAS,cuda,after5,state.fadas_v.weight,method_owned,tensor,"(2, 4)",torch.float32,cuda:0,139915052454400,0,32,32,32,,0
FADAS,cuda,after5,state.fadas_vhat.weight,method_owned,tensor,"(2, 4)",torch.float32,cuda:0,139915052452352,0,32,32,32,,0
